Appt,Name,Charity,Registered Number,Date
A1576,T5876011071586587926,Milltown Defibrillator Group,20073343,2009-11-09
A1577,T3140580389875694847,Ballinskelligs Community Care,20047214,2013-09-24
A1578,T1651428416310963601,Ogonnelloe National School,20110710,2015-12-01
A1579,T2249698448268454093,Legal Aid Board,20012489,2016-11-08
A1580,T2407477762642166529,St. Joseph's Foundation,20016104,2015-05-05
A1581,T7983495656071255021,Ballybay Central NS,20132460,2016-02-09
A1582,T5358556945588117253,Lehena Enterprises,20152918,2016-07-17
A1583,T4687146791399966618,Rooskey N S,20133207,2004-09-01
A1584,T1274782704673461965,Enniscorthy Tidy Towns Association Limited,20050078,2013-05-01
A1585,T1042674134003474656,Roscrea N S No 2,20134839,2016-12-01
A1586,T2355851387767064669,Saint Ultan's Childcare Project Limited,20070038,2013-02-14
A1587,T4025546071956874367,Lehinch N S,20129286,2015-12-18
A1588,T362632627527631159,Enable Ireland Disability Services,20006617,2010-05-25
A1589,T6227521251261362180,Glenstal Abbey Operations,20144586,2012-09-22
A1590,T6227521251261362180,Glenstal Abbey School,20084516,2016-09-29
A1591,T9089726879569910729,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2010-12-13
A1592,T1262513470095432757,Offaly Heritage Centre Limited,20025953,1992-06-08
A1593,T7424222444366461675,Glenbeigh Community Council Limited,20075941,2000-10-09
A1594,T1626047082987282510,Irish Rule of Law International,20073541,2017-07-26
A1595,T196339713702024559,C.b.s. Roscommon,20148164,2016-10-15
A1596,T1295930059049209095,Irish Rule of Law International,20073541,2009-11-11
A1597,T595007612627619625,Ennis Book Club Festival CLG,20153748,2016-09-01
A1598,T6781227319399767707,Milltown Community Care Association,20026219,2000-11-01
A1599,T8604980426445977350,Glenstal Abbey School,20084516,2014-06-05
A1600,T3247355693151083721,Sn Naomh Proinnsias,20130312,2015-12-01
A1601,T7608560585266484844,Cloonacool N S,20134105,2015-12-01
A1602,T7842793672743401645,Cloonfad N S,20133535,2016-11-01
A1603,T3887287272793245409,Leighlinbridge Housing Association Ltd,20062750,2006-02-27
A1604,T475964046761456336,Employment Development and Information Centre (Longford0 Limited,20058708,2012-05-31
A1605,T475964046761456336,Cloontagh Mixed N S,20128388,2015-11-16
A1606,T4989514239151956921,Ballinrobe Family Resource Centre Limited,20061456,2012-07-12
A1607,T6365933200587477095,Clonown N S,20133641,2015-12-10
A1608,T2729172314146685473,Millstreet and District Housing Association Limited,20026349,1991-08-22
A1609,T7361271703047331264,Lecanvey Community Centre Ltd,20011949,2016-01-01
A1610,T5581406806689033731,Ballintotas N S,20112929,2019-12-01
A1611,T3399771290395944272,Saint Patrick's National School - Crossmolina.,20018306,2015-12-07
A1612,T2717090604199176994,Saint Patrick's National School - Crossmolina.,20018306,2015-12-07
A1613,T8234812574868796163,Irish Skin Foundation,20078706,2017-04-01
A1614,T5250599005650557077,CanTalk,20142247,2014-09-23
A1615,T7913660704334607265,Glenbeg N S,20136598,2015-12-01
A1616,T211762705737739291,Ballinrobe Community School,20149314,2016-08-31
A1617,T6895983694372656719,Irish Racehorse Trainers Benevolent Fund Assoc.,20031428,1994-09-01
A1618,T652679604519183401,Cardiac Risk in the Young in Ireland Limited,20047511,2002-07-01
A1619,T8437349774146863255,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
A1620,T5319699578455746370,Glendalough and District Development Association,20039318,2008-05-01
A1621,T5319699578455746370,Ballinspittle Community Centre Limited,20074340,2004-03-15
A1622,T8224700355320308925,Misean Cara,20055325,2017-06-30
A1623,T6601412352934287057,Dalkey Irish Heritage Town Company Limited,20026363,2013-04-18
A1624,T5328423352671218266,Cara Junior School,20139599,2011-09-01
A1625,T6956609269061122796,Miltown Malbay Development Company Limited By Guarantee,20159382,2017-04-11
A1626,T2623402090491019214,Irish Rule of Law International,20073541,2009-11-06
A1627,T8578702541206058833,Ballintleva N S,20133979,2015-11-19
A1628,T4339006668443515509,Damer And Fortick Charity,20003074,2009-06-19
A1629,T4339006668443515509,Damer & Fortick Residential Services Limited,20072728,2009-06-19
A1630,T6161305347968399945,Cloonfour N S,20133337,2017-10-26
A1631,T1596055650252173394,Leargas - The Exchange Bureau.,20020330,2012-07-01
A1632,T3096452712881616816,Ballybay Central,20134013,2016-09-01
A1633,T7002721221486690768,OGONNELLOE COMMUNITY CENTRE CLG,20160760,2014-09-25
A1634,T422321619868806447,Leighlinbridge Housing Association Ltd,20062750,2006-02-27
A1635,T5749329902852546416,Glenfarne Community Development Trust Limited,20049355,2017-03-30
A1636,T8459618701747932301,Saint Patrick's College,20000066,1995-03-08
A1637,T5608940932811235479,Sn Iosef Naofa,20110857,2015-11-30
A1638,T4438419010685467044,1428 CLUB,20043735,2013-04-16
A1639,T8910999183904219677,Leim an Bhradain Housing Association Company Limited,20052461,2015-01-21
A1640,T1641530817465155685,Legal Aid Board,20012489,2011-12-14
A1641,T7854784151599997768,Sn N Breandain,20122263,2015-11-01
A1642,T2065164375228871796,Ballinskelligs Community Care,20047214,2004-04-01
A1643,T1567176738063603266,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
A1644,T156501997520799261,Sn Naomh Samhthann,20115395,2016-02-03
A1645,T2059423480811954965,Ballinskelligs Community Care,20047214,2007-10-30
A1646,T1299646014993540741,Milltown Community Council Limited,20034832,1996-10-14
A1647,T6151165303273148350,Ballintotas N S,20112929,2015-12-01
A1648,T3820624998951924459,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
A1649,T3342255217961943189,Cappagh Orthopaedic Hospital Research & Development Foundation,20023201,2009-09-07
A1650,T7782445855815639570,Enclude Company Limited by Guarantee,20064006,2018-02-26
A1651,T4735914159833008841,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
A1652,T257707720701742881,Cara House Family Resource Centre Ltd,20075651,2017-05-15
A1653,T8174711527843753318,Sn Iosef Naofa,20110857,2015-11-30
A1654,T2828827714739184002,Abbey Theatre Amharclann Na Mainistreach,20038984,2017-07-31
A1655,T2827391175979695245,Cara Junior School,20139599,2016-09-01
A1656,T7489153663294649529,Min A Ghabhann N S,20115265,2015-11-02
A1657,T8973491529060229238,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2010-04-15
A1658,T8919891835669374088,Irish Primary Principals' Network Limited,20063634,2014-11-13
A1659,T7555197089341391629,Sn Mhic Dara,20122614,2015-11-26
A1660,T7011995384915563720,Min A Ghabhann N S,20115265,2015-11-02
A1661,T8943140629799519214,Ballinrobe Community Playgroup Limited,20023324,2014-01-01
A1662,T4163551539726740649,Cloonfad Playground,20158286,2017-05-14
A1663,T7550066325268263270,Carbally community Development project,20141240,2016-01-01
A1664,T1194785544848039991,Milltownpass N S,20137168,2016-10-06
A1665,T3390991969630279488,Ennis N S,20110536,2019-12-01
A1666,T8665353315947278503,Sn Mhic Dara,20122614,2015-11-26
A1667,T7331963949798110479,Ballintubber N S,20133634,2019-12-20
A1668,T6663413345617261108,Sn Na Leanai,20136642,2016-09-03
A1669,T1908398007904951456,Cystinosis Foundation Ireland Limited,20053796,2003-06-06
A1670,T4140190055974548891,Clooncagh N S,20133627,2015-11-01
A1671,T2876468036536598319,Ballinrobe Family Resource Centre Limited,20061456,2015-05-27
A1672,T1724340003837688338,Offaly Association for People with an Intellectual Disability,20017279,1990-01-01
A1673,T8878232704336451745,Carbally community Development project,20141240,2016-08-01
A1674,T217466169639262002,Offaly County Childcare Committee Limited,20049782,2001-05-10
A1675,T7169469748802677281,Abaile Autism Support Limited,20052232,2005-09-29
A1676,T5906556681177923949,Clooncagh N S,20133627,2015-11-01
A1677,T6990959094725844431,Roscrea Society For The Prevention of Cruelty To Animals,20106911,2018-08-28
A1678,T1290920858082862645,Daar-E-Arqam Trust,20076009,2011-03-08
A1679,T2464082668120515381,Glencrow Hall,20084042,2015-03-15
A1680,T3421772239830990583,Offaly County Childcare Committee Limited,20049782,2015-07-16
A1681,T3421772239830990583,Offaly Domestic Violence Support Service,20038021,2014-09-02
A1682,T3421772239830990583,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
A1683,T7210591870078908102,C.F.  Shaw Trust.,20006600,2009-01-01
A1684,T5449607800208044410,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2015-07-14
A1685,T8551812618921647862,Roscommon Home Services Co-operative Ltd,20056827,2011-06-30
A1686,T7806982330690115957,Ballinode tidy towns,20163976,2013-01-01
A1687,T3667083674794135840,Saint Peters College.,20001681,1994-07-01
A1688,T8824609703923076496,Glencree Society,20054038,1983-09-30
A1689,T8331769192857443835,Glenbrohane Community Association,20141790,2015-01-01
A1690,T5897150554368987545,Saint Patrick's College,20000066,2019-03-12
A1691,T2409238222807864221,Saint Patrick's College,20000066,2019-06-11
A1692,T2277252964861664994,Saint Patrick's College,20000066,2018-10-02
A1693,T7405388065488025909,Daar-E-Arqam Trust,20076009,2011-03-08
A1694,T3792392367289351479,Daar-E-Arqam Trust,20076009,2011-03-08
A1695,T2649668121914762913,Ballinteer Educate Together NS,20082710,2015-12-01
A1696,T8309961438130775649,Irish Refugee Council,20025724,2012-03-24
A1697,T9157473227157286931,St. Johnston/ Carrigans Resource Group Limited.,20037420,2011-03-28
A1698,T5899644944062851595,Leave No Trace (Ireland),20082178,2013-04-01
A1699,T8073287424891702560,Roscommon County Citizens Information Service Limited,20048815,2007-10-24
A1700,T2237018296209796651,Sn Seamus Naofa,20122577,2015-12-01
A1701,T4836366947489196969,Ballyadams N S,20126063,2015-12-14
A1702,T8990747918524971152,Sn Sailearna,20121082,2007-11-09
A1703,T9103462080561571632,C.b.s. Thurles,20148409,2017-11-15
A1704,T7447533628935430816,Ballybay Community Creche Company Limited by Guarantee,20064211,2015-04-13
A1705,T2506854889002410034,Saint Peter's National School - Drogheda.,20018504,2015-11-17
A1706,T4228170093021387426,Clonmel And District Wheelchair Society,20023805,2016-04-28
A1707,T1637864695616562687,Cloughjordan Active Retirement Association (C.A.R.A),20051563,2013-01-01
A1708,T4805718905431145530,Leitrim Arts Development Ltd,20060565,2015-07-23
A1709,T6370973867505957482,Sn Naomh Samhthann,20115395,2016-02-03
A1710,T2146498287785697338,Sn Paroiste Maitiu Nfa,20117139,2015-11-19
A1711,T5278302968628025257,Cloonfad N S,20133535,2016-11-01
A1712,T4423661676144327999,C.B.S. James Street,20145378,2016-09-02
A1713,T4975051892026741702,Offaly County Childcare Committee Limited,20049782,2005-06-10
A1714,T4172800684333928895,Ballybeg Community Development Project Company Limited by Guarantee,20031992,2008-02-05
A1715,T2669719231099236898,Offaly Centre for Independent Living,20043568,2016-08-31
A1716,T7700680094074153147,Clontibret N S,20132033,2015-11-30
A1717,T2999097760375265612,Ballintubber N S (Mayo),20129330,2016-10-01
A1718,T6395118984425392490,Abbey Presbyterian Church,20000608,1996-03-31
A1719,T8785161994342934649,Abbey Theatre Amharclann Na Mainistreach,20038984,2016-10-24
A1720,T700417803307621900,Legion Of Mary-Limerick,20020910,2013-12-01
A1721,T8701062357549511664,TU Dublin Foundation,20045807,2004-10-04
A1722,T8539596123549161909,A LUST FOR LIFE,20157913,2015-03-17
A1723,T5082339560622929865,C.b.s. Thurles,20148409,2017-11-15
A1724,T8029558440158698753,Irish Second-Level Students' Union CLG,20141868,2012-04-13
A1725,T3024586251997563145,Canteen Ireland,20032180,2015-09-12
A1726,T8872369344417917861,Saint Peters College.,20001681,2009-11-05
A1727,T2123620375803387964,Mills and Millers of Ireland,20048600,2015-10-10
A1728,T6712145221706853979,Rosary College,20145811,2016-10-24
A1729,T509941850813947415,1st Edenderry B.P. Scouts,20164034,2010-03-03
A1730,T432684445676462943,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2014-01-30
A1731,T1908254899356794313,Clontibret Development Association,20057589,2018-06-01
A1732,T4968853396417855182,Sn Na Leanai,20136642,2016-09-03
A1733,T5474414812635207129,A LUST FOR LIFE,20157913,2018-06-21
A1734,T5117198413215104371,Glencree Centre for Peace and Reconciliation,20009823,2018-07-27
A1735,T2833175351388690904,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
A1736,T8463669149851581521,Saint Patrick's Loreto Primary School-Bray,20014322,2015-12-01
A1737,T5995543718916346962,Cloonacool N S,20134105,2015-12-01
A1738,T6256180443175021277,Miscarriage Association Of Ireland,20024420,2004-05-01
A1739,T3906933120185611711,Milltown N S,20109523,2011-12-01
A1740,T6772280869143359817,Daingean Community Childcare Services Limited,20059767,2015-05-12
A1741,T1267576819160806174,Leinster Quarterly Meeting Educational Committee.,20000950,2009-07-01
A1742,T5545058030236987829,Cloonbonnif N S,20133252,2015-12-01
A1743,T3249232694426212607,Saint Wolstans Community School,20013882,2017-08-01
A1744,T5744035669367793613,3 T'S Limited,20054878,2003-05-22
A1745,T5113513682691179112,Cappatagle Central Sch,20122522,2015-12-10
A1746,T4591116117019765809,Sn Na Leanai,20136642,2016-09-03
A1747,T4760223170477204579,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
A1748,T1233675662787151623,Lehena Enterprises,20152918,2016-07-17
A1749,T7036646983666417696,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
A1750,T6770420601044011818,Lebanon Trust (Ireland) Helping Children,20074449,2013-03-01
A1751,T1754719020703376933,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
A1752,T5416889403703374605,Offaly Heritage Centre Limited,20025953,2001-01-01
A1753,T19612430852884005,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2015-05-28
A1754,T7066877615976528354,Clonmore Community Centre Ltd,20076276,2010-06-14
A1755,T6059039876399898682,Mills and Millers of Ireland,20048600,2015-10-10
A1756,T8794970931236842021,Irish Rule of Law International,20073541,2015-06-30
A1757,T1276509762096805331,Clonmel And District Wheelchair Society,20023805,2015-02-12
A1758,T5912861180353934814,C.b.s. Roscommon,20148164,2013-10-15
A1759,T1142914581895810064,TU Dublin Foundation,20045807,2016-12-14
A1760,T1145533090196202497,3 T'S Limited,20054878,2003-05-22
A1761,T3221326346520180282,Saint Patrick's College,20000066,2016-10-04
A1762,T1563701111229740075,St. Joseph's Girls National School,20112073,2015-12-07
A1763,T8593402424248299193,Enniscorthy Swimming Pool Complex.,20016432,1993-10-01
A1764,T7673661744697846953,Irish Society for Autism,20008529,1993-01-30
A1765,T7673661744697846953,Irish Society for Autism Housing Association Limited,20065140,2006-08-25
A1766,T4632225490674486211,Roscommon Home Services Co-operative Ltd,20056827,2014-07-31
A1767,T7239489695832650351,Daingean Community Childcare Services Limited,20059767,2015-05-12
A1768,T5073180654108683768,Ennis Book Club Festival CLG,20153748,2016-09-01
A1769,T8637933705847591174,C.H.A.F. Limited,20076467,2006-12-12
A1770,T8286696314842491909,Ballintogher N S,20134075,2016-01-04
A1771,T7884905569254663057,Cara Iorrais Teoranta,20074609,2006-07-18
A1772,T2241088196081396806,Missionary Sisters of St Columban (Ireland) Company Limited by Guarantee ,20077044,2012-04-02
A1773,T2959399439005439382,Glenbrohane Community Association,20141790,2015-01-01
A1774,T602929300037044102,Enable Ireland Disability Services,20006617,2010-10-12
A1775,T192171288537148870,Ballintrillick Environmental Group Company Limited by Guarantee,20035112,1995-11-29
A1776,T2007698339788413172,Dalystown N S,20137137,2016-01-19
A1777,T1330269953031102383,Sn Iosef Naofa,20110857,2015-11-30
A1778,T97341566487685489,Clonroche N S,20137731,2003-01-14
A1779,T4141273732283659532,Mills and Millers of Ireland,20048600,2015-10-10
A1780,T1932998003029408125,Irish Rule of Law International,20073541,2017-05-18
A1781,T2283760708845508569,Legal Aid Board,20012489,2017-02-21
A1782,T8067815376296504963,Cloonbonnif N S,20133252,2015-12-01
A1783,T3622690033506588686,Legal Aid Board,20012489,2016-11-08
A1784,T1988030588905259389,Saint Patrick's Loreto Primary School-Bray,20014322,2014-09-01
A1785,T5110115134467089401,Irish Society for Autism,20008529,1983-03-31
A1786,T5110115134467089401,Irish Society for Autism Housing Association Limited,20065140,2006-08-25
A1787,T3874201988213924022,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
A1788,T7937942885503630799,Ballintubber N S,20133634,2015-12-08
A1789,T5202509881089220333,Ballybay Community Creche Company Limited by Guarantee,20064211,2006-03-21
A1790,T209991381880849949,Ballybay Community Creche Company Limited by Guarantee,20064211,2014-06-01
